draw_date,draw_number,n1,n2,n3,n4,n5,mega
2017-09-13,3177,2,12,16,32,44,2
2017-09-16,3178,4,5,7,26,33,19
2017-09-20,3179,4,36,38,40,46,21
2017-09-23,3180,4,6,8,13,46,6
2017-09-27,3181,2,8,12,37,44,12
2017-09-30,3182,10,21,30,42,46,3
2017-10-04,3183,21,24,27,30,39,22
2017-10-07,3184,16,18,24,41,47,23
2017-10-11,3185,17,32,33,38,43,27
2017-10-14,3186,3,6,20,40,41,16
2017-10-18,3187,5,10,24,33,35,13
2017-10-21,3188,4,18,27,36,47,15
2017-10-25,3189,5,29,36,37,44,8
2017-10-28,3190,8,12,24,30,37,6
2017-11-01,3191,22,26,43,44,47,24
2017-11-04,3192,5,8,29,32,41,25
2017-11-08,3193,16,17,22,38,41,3
2017-11-11,3194,4,16,21,39,47,8
2017-11-15,3195,18,20,21,38,45,9
2017-11-18,3196,19,34,42,43,46,20
2017-11-22,3197,8,27,32,40,42,3
2017-11-25,3198,13,17,21,25,46,19
2017-11-29,3199,3,7,26,27,33,6
2017-12-02,3200,7,18,33,40,42,7
2017-12-06,3201,1,2,7,12,24,23
2017-12-09,3202,8,19,34,41,45,21
2017-12-13,3203,11,14,15,19,39,15
2017-12-16,3204,4,17,21,37,44,17
2017-12-20,3205,1,7,13,27,29,26
2017-12-23,3206,1,4,7,34,40,1
2017-12-27,3207,1,8,14,24,41,10
2017-12-30,3208,25,27,30,32,37,3
2018-01-03,3209,18,24,27,31,35,15
2018-01-06,3210,4,15,21,24,39,6
2018-01-10,3211,19,36,37,44,46,23
2018-01-13,3212,3,24,28,33,40,27
2018-01-17,3213,3,8,18,31,36,7
2018-01-20,3214,16,22,25,41,44,3
2018-01-24,3215,10,25,29,41,43,20
2018-01-27,3216,5,8,19,40,45,1
2018-01-31,3217,4,6,19,21,32,24
2018-02-03,3218,10,29,41,45,46,10
2018-02-07,3219,7,15,18,20,24,1
2018-02-10,3220,27,32,33,41,42,7
2018-02-14,3221,8,15,23,26,46,21
2018-02-17,3222,19,27,34,36,39,17
2018-02-21,3223,10,25,31,43,45,6
2018-02-24,3224,6,15,22,29,38,24
2018-02-28,3225,6,7,9,14,25,13
2018-03-03,3226,6,24,42,43,45,9
2018-03-07,3227,7,10,12,19,37,8
2018-03-10,3228,17,19,30,31,42,25
2018-03-14,3229,4,9,18,24,32,3
2018-03-17,3230,10,11,16,25,35,6
2018-03-21,3231,6,14,20,25,42,1
2018-03-24,3232,1,9,15,22,43,3
2018-03-28,3233,3,4,10,21,42,3
2018-03-31,3234,12,27,29,30,47,19
2018-04-04,3235,3,12,15,24,36,23
2018-04-07,3236,13,16,24,38,39,4
2018-04-11,3237,5,9,16,22,28,23
2018-04-14,3238,5,14,27,31,39,19
2018-04-18,3239,1,9,18,25,32,17
2018-04-21,3240,12,14,19,30,34,11
2018-04-25,3241,8,18,20,36,45,21
2018-04-28,3242,2,9,17,22,37,22
2018-05-02,3243,11,25,28,33,44,11
2018-05-05,3244,1,15,36,38,43,26
2018-05-09,3245,4,7,28,37,41,2
2018-05-12,3246,1,9,17,20,25,7
2018-05-16,3247,18,22,24,31,43,15
2018-05-19,3248,12,22,25,30,37,24
2018-05-23,3249,6,34,38,39,44,12
2018-05-26,3250,4,25,30,42,47,23
2018-05-30,3251,14,17,23,25,46,6
2018-06-02,3252,3,11,15,37,44,10
2018-06-06,3253,3,16,19,26,37,1
2018-06-09,3254,5,11,27,33,47,18
2018-06-13,3255,8,38,40,44,47,4
2018-06-16,3256,11,13,24,30,42,4
2018-06-20,3257,6,15,19,25,28,1
2018-06-23,3258,2,6,9,13,23,22
2018-06-27,3259,6,16,29,32,34,15
2018-06-30,3260,1,22,23,26,36,4
2018-07-04,3261,21,32,33,38,44,8
2018-07-07,3262,1,10,34,36,39,25
2018-07-11,3263,15,16,18,20,39,3
2018-07-14,3264,5,12,24,26,37,4
2018-07-18,3265,1,3,4,16,39,19
2018-07-21,3266,3,4,30,32,44,11
2018-07-25,3267,6,16,27,30,40,11
2018-07-28,3268,4,8,11,31,33,12
2018-08-01,3269,1,4,23,35,44,2
2018-08-04,3270,14,19,33,38,46,16
2018-08-08,3271,3,21,30,32,46,19
2018-08-11,3272,11,23,24,28,46,18
2018-08-15,3273,8,10,36,39,47,2
2018-08-18,3274,4,5,24,30,38,26
2018-08-22,3275,2,11,24,37,46,15
2018-08-25,3276,3,13,14,17,38,20
2018-08-29,3277,10,23,28,38,39,15
2018-09-01,3278,12,14,27,29,37,3
2018-09-05,3279,6,8,24,27,38,5
2018-09-08,3280,17,25,28,41,47,9
2018-09-12,3281,3,14,37,39,41,18
2018-09-15,3282,17,20,28,34,39,27
2018-09-19,3283,8,13,15,30,41,24
2018-09-22,3284,9,22,24,44,45,5
2018-09-26,3285,9,21,28,32,36,17
2018-09-29,3286,7,11,23,25,37,6
2018-10-03,3287,9,16,18,20,32,15
2018-10-06,3288,3,14,15,16,26,4
2018-10-10,3289,16,21,34,40,46,24
2018-10-13,3290,3,23,30,38,40,1
2018-10-17,3291,3,11,16,22,23,9
2018-10-20,3292,11,19,36,38,45,18
2018-10-24,3293,1,2,6,34,44,6
2018-10-27,3294,1,8,23,28,38,17
2018-10-31,3295,28,36,40,41,47,15
2018-11-03,3296,14,23,31,33,39,18
2018-11-07,3297,12,25,28,45,47,16
2018-11-10,3298,1,3,20,36,37,18
2018-11-14,3299,6,25,32,39,44,9
2018-11-17,3300,20,23,34,45,46,1
2018-11-21,3301,1,10,12,38,43,12
2018-11-24,3302,7,15,16,22,44,1
2018-11-28,3303,18,21,26,34,43,1
2018-12-01,3304,7,9,14,30,32,7
2018-12-05,3305,3,6,13,33,42,24
2018-12-08,3306,11,17,32,35,45,19
2018-12-12,3307,6,11,15,35,42,16
2018-12-15,3308,2,21,22,44,45,1
2018-12-19,3309,7,9,17,24,35,22
2018-12-22,3310,18,24,26,35,40,23
2018-12-26,3311,1,11,31,36,47,11
2018-12-29,3312,4,6,17,35,42,6
2019-01-02,3313,21,29,39,42,47,19
2019-01-05,3314,3,8,17,23,46,18
2019-01-09,3315,3,28,29,43,44,18
2019-01-12,3316,6,18,24,31,42,24
2019-01-16,3317,1,22,34,37,44,27
2019-01-19,3318,2,10,20,23,32,16
2019-01-23,3319,6,22,25,28,34,6
2019-01-26,3320,10,16,23,31,34,8
2019-01-30,3321,3,14,16,20,46,4
2019-02-02,3322,3,34,37,45,47,17
2019-02-06,3323,1,4,17,18,38,12
2019-02-09,3324,8,22,31,33,47,25
2019-02-13,3325,8,26,33,40,46,13
2019-02-16,3326,5,14,15,35,45,5
2019-02-20,3327,9,18,35,40,46,4
2019-02-23,3328,15,21,23,26,34,18
2019-02-27,3329,2,11,25,26,32,13
2019-03-02,3330,22,27,30,33,46,25
2019-03-06,3331,9,10,27,39,43,11
2019-03-09,3332,6,14,19,22,39,7
2019-03-13,3333,20,29,31,37,44,15
2019-03-16,3334,2,21,23,28,45,11
2019-03-20,3335,15,21,25,28,41,27
2019-03-23,3336,11,24,25,45,47,22
2019-03-27,3337,18,22,26,39,42,4
2019-03-30,3338,10,21,31,37,47,24
2019-04-03,3339,2,9,21,37,42,12
2019-04-06,3340,1,23,29,33,42,3
2019-04-10,3341,4,16,22,31,42,4
2019-04-13,3342,3,6,11,36,45,26
2019-04-17,3343,5,23,27,31,46,20
2019-04-20,3344,1,3,21,27,30,23
2019-04-24,3345,1,17,35,36,45,4
2019-04-27,3346,1,2,29,32,35,18
2019-05-01,3347,2,3,4,13,47,2
2019-05-04,3348,4,5,33,38,43,15
2019-05-08,3349,12,17,26,39,44,2
2019-05-11,3350,6,8,10,14,34,12
2019-05-15,3351,5,22,23,27,38,16
2019-05-18,3352,14,22,27,28,36,20
2019-05-22,3353,16,34,37,42,43,21
2019-05-25,3354,4,10,32,36,43,26
2019-05-29,3355,1,3,18,26,41,8
2019-06-01,3356,10,13,16,31,32,4
2019-06-05,3357,12,16,21,28,41,26
2019-06-08,3358,6,9,18,33,38,14
2019-06-12,3359,10,16,23,24,34,3
2019-06-15,3360,2,19,28,35,38,20
2019-06-19,3361,8,16,17,31,44,21
2019-06-22,3362,6,8,20,40,42,24
2019-06-26,3363,6,17,20,27,37,13
2019-06-29,3364,3,30,31,41,44,5
2019-07-03,3365,3,4,29,44,47,15
2019-07-06,3366,3,22,28,35,46,16
2019-07-10,3367,8,9,14,21,45,24
2019-07-13,3368,1,13,18,20,30,17
2019-07-17,3369,1,6,14,15,45,13
2019-07-20,3370,1,17,28,29,43,4
2019-07-24,3371,1,2,35,41,45,6
2019-07-27,3372,8,10,22,23,27,4
2019-07-31,3373,1,8,28,37,41,8
2019-08-03,3374,17,18,21,27,32,23
2019-08-07,3375,1,12,13,39,47,9
2019-08-10,3376,11,24,39,40,45,27
2019-08-14,3377,6,38,44,45,47,15
2019-08-17,3378,2,13,20,31,34,14
2019-08-21,3379,19,25,28,34,39,9
2019-08-24,3380,4,6,14,24,45,21
2019-08-28,3381,14,16,21,31,39,3
2019-08-31,3382,5,8,13,24,39,23
2019-09-04,3383,16,22,24,43,45,16
2019-09-07,3384,8,18,20,23,43,5
2019-09-11,3385,4,6,15,24,46,6
2019-09-14,3386,4,10,18,27,30,7
2019-09-18,3387,5,7,22,23,27,27
2019-09-21,3388,1,31,34,37,39,12
2019-09-25,3389,3,7,11,13,26,12
2019-09-28,3390,5,13,33,38,39,16
2019-10-02,3391,27,29,34,35,45,15
2019-10-05,3392,8,27,33,42,47,12
2019-10-09,3393,7,9,14,18,38,12
2019-10-12,3394,2,8,11,26,33,14
2019-10-16,3395,7,18,28,41,44,5
2019-10-19,3396,8,17,32,34,45,24
2019-10-23,3397,11,16,19,22,28,13
2019-10-26,3398,8,11,16,19,23,8
2019-10-30,3399,27,34,35,36,40,13
2019-11-02,3400,1,9,27,32,45,25
2019-11-06,3401,3,12,30,36,41,24
2019-11-09,3402,7,12,26,41,44,5
2019-11-13,3403,9,12,23,27,43,12
2019-11-16,3404,10,22,40,41,43,2
2019-11-20,3405,1,7,9,14,25,16
2019-11-23,3406,9,15,27,41,43,17
2019-11-27,3407,14,19,24,36,47,6
2019-11-30,3408,7,32,36,40,47,24
2019-12-04,3409,1,14,21,28,39,13
2019-12-07,3410,4,8,31,44,45,20
2019-12-11,3411,2,3,6,9,11,26
2019-12-14,3412,8,9,22,42,43,20
2019-12-18,3413,1,4,11,23,36,10
2019-12-21,3414,10,15,27,37,40,25
2019-12-25,3415,20,21,32,36,37,14
2019-12-28,3416,16,21,33,36,39,2
2020-01-01,3417,4,9,17,35,40,8
2020-01-04,3418,25,29,31,33,42,19
2020-01-08,3419,1,16,34,35,47,2
2020-01-11,3420,4,9,13,18,34,22
2020-01-15,3421,7,21,28,42,44,22
2020-01-18,3422,6,7,20,27,42,12
2020-01-22,3423,1,14,29,39,41,8
2020-01-25,3424,3,4,10,26,30,6
2020-01-29,3425,22,26,28,29,36,4
2020-02-01,3426,1,14,18,25,35,21
2020-02-05,3427,7,12,18,37,42,17
2020-02-08,3428,6,24,26,28,32,24
2020-02-12,3429,11,13,20,24,35,6
2020-02-15,3430,1,6,29,34,37,18
2020-02-19,3431,2,7,8,41,46,5
2020-02-22,3432,17,32,36,37,44,3
2020-02-26,3433,4,11,24,28,41,25
2020-02-29,3434,5,20,22,24,32,15
2020-03-04,3435,1,4,26,38,46,11
2020-03-07,3436,9,19,20,21,33,16
2020-03-11,3437,5,10,20,43,44,10
2020-03-14,3438,4,16,19,25,28,6
2020-03-18,3439,2,14,17,32,47,24
2020-03-21,3440,8,9,22,32,39,3
2020-03-25,3441,18,22,24,28,44,26
2020-03-28,3442,9,18,26,29,30,17
2020-04-01,3443,4,8,22,29,44,18
2020-04-04,3444,5,7,37,39,46,26
2020-04-08,3445,1,12,27,46,47,6
2020-04-11,3446,1,4,8,27,29,23
2020-04-15,3447,5,8,9,27,37,11
2020-04-18,3448,1,18,20,21,26,17
2020-04-22,3449,1,10,11,15,30,27
2020-04-25,3450,15,20,27,38,40,15
2020-04-29,3451,2,9,15,34,46,25
2020-05-02,3452,4,7,21,37,43,7
2020-05-06,3453,5,8,19,37,39,11
2020-05-09,3454,4,19,24,39,45,14
2020-05-13,3455,4,10,20,22,23,23
2020-05-16,3456,3,9,23,27,35,16
2020-05-20,3457,2,24,29,30,37,8
2020-05-23,3458,7,27,35,43,45,15
2020-05-27,3459,2,5,11,14,44,21
2020-05-30,3460,6,13,21,36,38,25
2020-06-03,3461,7,17,26,36,42,3
2020-06-06,3462,5,21,22,34,39,8
2020-06-10,3463,3,11,20,25,46,21
2020-06-13,3464,21,25,30,34,42,18
2020-06-17,3465,1,20,30,39,47,21
2020-06-20,3466,7,13,15,25,30,13
2020-06-24,3467,8,11,19,31,42,22
2020-06-27,3468,27,32,35,46,47,12
2020-07-01,3469,19,22,25,33,42,12
2020-07-04,3470,4,6,10,20,41,8
2020-07-08,3471,2,25,36,42,47,6
2020-07-11,3472,2,12,16,19,31,8
2020-07-15,3473,7,25,34,40,44,26
2020-07-18,3474,16,30,37,39,43,14
2020-07-22,3475,4,8,30,33,40,17
2020-07-25,3476,8,10,12,35,39,26
2020-07-29,3477,2,16,20,21,34,20
2020-08-01,3478,5,6,8,12,42,23
2020-08-05,3479,2,4,5,40,47,16
2020-08-08,3480,15,20,23,37,41,1
2020-08-12,3481,3,11,25,44,47,1
2020-08-15,3482,14,18,21,42,45,26
2020-08-19,3483,11,13,14,16,39,26
2020-08-22,3484,20,24,28,35,37,22
2020-08-26,3485,4,5,6,30,45,21
2020-08-29,3486,5,10,29,42,46,2
2020-09-02,3487,24,27,36,40,46,10
2020-09-05,3488,1,18,22,26,27,12
2020-09-09,3489,8,22,34,37,39,22
2020-09-12,3490,3,8,19,23,32,20
2020-09-16,3491,13,18,28,38,42,4
2020-09-19,3492,4,5,13,22,23,24
2020-09-23,3493,7,12,24,32,34,2
2020-09-26,3494,3,12,15,36,43,25
2020-09-30,3495,3,23,28,46,47,25
2020-10-03,3496,5,32,38,39,43,11
2020-10-07,3497,38,41,42,43,45,25
2020-10-10,3498,3,7,10,22,41,21
2020-10-14,3499,4,13,25,34,46,15
2020-10-17,3500,7,19,25,29,42,1
2020-10-21,3501,9,10,16,31,46,27
2020-10-24,3502,8,20,22,34,35,3
2020-10-28,3503,2,7,9,14,46,19
2020-10-31,3504,4,7,16,21,34,1
2020-11-04,3505,8,28,30,41,42,8
2020-11-07,3506,20,26,31,43,45,9
2020-11-11,3507,6,7,11,29,38,23
2020-11-14,3508,12,13,23,31,36,10
2020-11-18,3509,1,2,16,27,32,18
2020-11-21,3510,8,12,16,21,41,20
2020-11-25,3511,6,7,12,22,35,7
2020-11-28,3512,2,14,26,32,38,5
2020-12-02,3513,6,8,13,31,38,26
2020-12-05,3514,1,13,30,35,40,2
2020-12-09,3515,5,8,13,20,39,1
2020-12-12,3516,1,13,24,26,39,17
2020-12-16,3517,4,6,11,12,17,9
2020-12-19,3518,10,15,25,31,33,21
2020-12-23,3519,1,12,15,23,33,19
2020-12-26,3520,4,6,16,19,32,2
2020-12-30,3521,27,30,37,42,46,19
2021-01-02,3522,11,19,35,40,46,18
2021-01-06,3523,4,29,33,34,44,21
2021-01-09,3524,3,4,17,34,39,20
2021-01-13,3525,3,17,21,27,35,5
2021-01-16,3526,4,13,15,23,31,10
2021-01-20,3527,5,8,15,21,37,27
2021-01-23,3528,15,25,37,43,45,12
2021-01-27,3529,9,10,16,30,46,13
2021-01-30,3530,1,6,13,19,45,12
2021-02-03,3531,4,15,27,28,34,16
2021-02-06,3532,4,16,34,35,45,17
2021-02-10,3533,8,10,19,22,41,15
2021-02-13,3534,18,22,38,40,42,13
2021-02-17,3535,20,26,39,40,46,19
2021-02-20,3536,2,5,8,21,45,11
2021-02-24,3537,7,34,38,44,47,7
2021-02-27,3538,3,8,22,28,34,22
2021-03-03,3539,11,18,22,28,37,14
2021-03-06,3540,12,18,27,28,34,19
2021-03-10,3541,5,6,20,40,42,27
2021-03-13,3542,3,7,8,13,21,19
2021-03-17,3543,10,13,19,22,46,10
2021-03-20,3544,3,23,27,34,37,13
2021-03-24,3545,10,11,13,32,38,17
2021-03-27,3546,11,12,20,27,45,6
2021-03-31,3547,4,26,36,37,42,5
2021-04-03,3548,1,7,8,31,38,16
2021-04-07,3549,2,7,16,40,42,20
2021-04-10,3550,7,8,29,33,47,20
2021-04-14,3551,7,10,20,28,33,15
2021-04-17,3552,2,7,12,29,44,3
2021-04-21,3553,3,12,17,41,42,23
2021-04-24,3554,12,14,17,22,24,13
2021-04-28,3555,14,18,19,33,37,19
2021-05-01,3556,1,6,13,22,31,13
2021-05-05,3557,6,11,17,27,39,19
2021-05-08,3558,10,12,21,22,28,12
2021-05-12,3559,1,17,21,30,43,9
2021-05-15,3560,6,18,27,35,36,25
2021-05-19,3561,4,16,18,32,44,20
2021-05-22,3562,26,38,39,41,44,7
2021-05-26,3563,1,6,8,23,42,12
2021-05-29,3564,7,9,23,37,42,14
2021-06-02,3565,9,23,27,28,41,12
2021-06-05,3566,4,7,8,32,45,14
2021-06-09,3567,1,14,23,42,44,9
2021-06-12,3568,5,10,21,22,36,10
2021-06-16,3569,1,6,21,38,39,10
2021-06-19,3570,4,7,8,19,36,3
2021-06-23,3571,4,9,38,40,41,25
2021-06-26,3572,11,19,24,32,44,4
2021-06-30,3573,12,13,16,18,25,25
2021-07-03,3574,4,9,21,33,40,16
2021-07-07,3575,10,12,32,37,39,18
2021-07-10,3576,9,11,15,27,30,25
2021-07-14,3577,8,15,28,38,39,18
2021-07-17,3578,1,39,41,46,47,23
2021-07-21,3579,10,11,19,30,36,7
2021-07-24,3580,1,5,19,27,40,8
2021-07-28,3581,20,24,32,35,39,25
2021-07-31,3582,16,18,30,32,38,5
2021-08-04,3583,4,14,18,36,43,14
2021-08-07,3584,2,9,12,20,39,5
2021-08-11,3585,8,12,21,40,47,11
2021-08-14,3586,2,13,17,19,21,12
2021-08-18,3587,9,22,38,39,45,2
2021-08-21,3588,12,22,36,44,47,20
2021-08-25,3589,2,6,21,39,47,3
2021-08-28,3590,6,17,29,30,45,5
2021-09-01,3591,7,10,15,43,45,7
2021-09-04,3592,9,11,23,30,43,5
2021-09-08,3593,4,5,7,25,38,2
2021-09-11,3594,33,38,39,44,47,27
2021-09-15,3595,1,5,7,28,45,8
2021-09-18,3596,3,5,20,36,45,25
2021-09-22,3597,4,6,26,39,41,12
2021-09-25,3598,2,15,30,32,35,23
2021-09-29,3599,12,13,16,17,22,6
2021-10-02,3600,6,22,32,34,46,3
2021-10-06,3601,2,30,37,38,43,1
2021-10-09,3602,13,21,22,32,43,1
2021-10-13,3603,1,14,21,37,40,23
2021-10-16,3604,1,35,36,43,44,3
2021-10-20,3605,2,12,30,38,46,19
2021-10-23,3606,5,20,31,33,45,21
2021-10-27,3607,2,25,26,27,32,4
2021-10-30,3608,6,14,15,17,37,3
2021-11-03,3609,14,15,37,40,47,4
2021-11-06,3610,11,17,20,27,34,9
2021-11-10,3611,7,15,17,45,46,7
2021-11-13,3612,10,15,25,36,42,15
2021-11-17,3613,11,13,42,43,44,16
2021-11-20,3614,2,27,28,35,45,3
2021-11-24,3615,12,14,17,20,21,9
2021-11-27,3616,1,11,27,31,36,22
2021-12-01,3617,5,6,10,34,44,27
2021-12-04,3618,7,11,14,19,46,26
2021-12-08,3619,4,6,23,41,46,4
2021-12-11,3620,6,7,10,20,25,26
2021-12-15,3621,5,8,9,19,39,9
2021-12-18,3622,26,33,35,37,42,18
2021-12-22,3623,11,16,20,21,26,5
2021-12-25,3624,5,8,9,29,43,27
2021-12-29,3625,1,29,30,43,47,3
2022-01-01,3626,1,5,22,29,42,2
2022-01-05,3627,2,9,17,20,25,7
2022-01-08,3628,2,13,25,41,42,27
2022-01-12,3629,10,33,35,39,47,22
2022-01-15,3630,1,26,34,42,45,10
2022-01-19,3631,8,25,27,46,47,24
2022-01-22,3632,25,36,43,44,46,2
2022-01-26,3633,6,7,17,31,44,12
2022-01-29,3634,9,10,22,25,34,27
2022-02-02,3635,18,21,31,45,47,1
2022-02-05,3636,7,10,15,28,34,26
2022-02-09,3637,20,35,37,39,44,2
2022-02-12,3638,2,10,23,42,44,10
2022-02-16,3639,1,8,36,38,40,10
2022-02-19,3640,3,12,24,30,36,6
2022-02-23,3641,5,10,15,31,32,25
2022-02-26,3642,2,4,6,30,41,26
2022-03-02,3643,6,14,16,19,38,8
2022-03-05,3644,5,7,13,36,44,16
2022-03-09,3645,19,34,36,41,42,3
2022-03-12,3646,11,14,17,19,43,13
2022-03-16,3647,21,28,33,45,46,5
2022-03-19,3648,13,17,30,33,37,17
2022-03-23,3649,24,25,32,38,41,23
2022-03-26,3650,4,6,14,28,35,4
2022-03-30,3651,5,10,16,26,43,24
2022-04-02,3652,3,5,13,17,41,11
2022-04-06,3653,20,24,40,42,44,17
2022-04-09,3654,2,7,10,33,37,11
2022-04-13,3655,8,10,14,17,40,19
2022-04-16,3656,12,13,14,25,35,13
2022-04-20,3657,2,29,36,40,47,11
2022-04-23,3658,13,19,21,22,39,9
2022-04-27,3659,3,11,13,23,34,23
2022-04-30,3660,3,15,21,35,46,18
2022-05-04,3661,5,9,20,27,42,17
2022-05-07,3662,13,20,21,29,46,8
2022-05-11,3663,8,34,37,44,45,3
2022-05-14,3664,6,25,30,34,36,3
2022-05-18,3665,2,10,26,38,45,9
2022-05-21,3666,8,13,21,39,47,9
2022-05-25,3667,9,38,42,43,47,17
2022-05-28,3668,3,9,12,15,42,17
2022-06-01,3669,25,26,39,42,43,23
2022-06-04,3670,9,13,21,27,45,5
2022-06-08,3671,1,32,34,41,42,22
2022-06-11,3672,4,11,13,25,26,2
2022-06-15,3673,8,13,24,25,33,9
2022-06-18,3674,2,10,11,18,39,15
2022-06-22,3675,24,33,35,38,42,4
2022-06-25,3676,3,27,39,43,44,1
2022-06-29,3677,12,19,25,38,46,15
2022-07-02,3678,4,11,15,25,42,18
2022-07-06,3679,10,13,34,38,41,21
2022-07-09,3680,2,17,19,23,39,5
2022-07-13,3681,12,19,20,36,42,3
2022-07-16,3682,2,14,26,35,43,27
2022-07-20,3683,7,16,30,40,44,16
2022-07-23,3684,2,10,24,41,47,10
2022-07-27,3685,2,8,11,13,21,21
2022-07-30,3686,2,11,28,29,33,3
2022-08-03,3687,1,10,24,25,43,5
2022-08-06,3688,19,26,28,35,39,6
2022-08-10,3689,3,11,21,23,45,14
2022-08-13,3690,1,12,25,42,45,9
2022-08-17,3691,2,9,25,38,41,18
2022-08-20,3692,1,7,18,22,38,4
2022-08-24,3693,7,10,15,40,44,5
2022-08-27,3694,16,17,25,43,45,9
2022-08-31,3695,2,16,19,24,42,24
2022-09-03,3696,20,24,25,30,35,8
2022-09-07,3697,24,25,28,39,44,26
2022-09-10,3698,2,13,25,34,43,16
2022-09-14,3699,1,7,8,28,42,13
2022-09-17,3700,8,9,13,46,47,1
2022-09-21,3701,6,14,16,36,46,9
2022-09-24,3702,6,12,21,23,36,7
2022-09-28,3703,13,16,28,33,45,9
2022-10-01,3704,3,22,23,31,44,8
2022-10-05,3705,2,8,9,28,43,14
2022-10-08,3706,9,11,17,33,36,7
2022-10-12,3707,5,22,30,34,43,26
2022-10-15,3708,5,10,16,34,35,11
2022-10-19,3709,8,12,14,26,37,9
2022-10-22,3710,5,8,12,14,16,22
2022-10-26,3711,5,8,31,46,47,15
2022-10-29,3712,6,12,19,24,28,1
2022-11-02,3713,7,9,14,39,43,1
2022-11-05,3714,3,15,21,38,42,24
2022-11-09,3715,3,6,8,40,44,19
2022-11-12,3716,2,5,17,40,46,1
2022-11-16,3717,12,16,25,28,45,23
2022-11-19,3718,1,24,32,34,44,25
2022-11-23,3719,4,13,32,33,42,19
2022-11-26,3720,1,8,9,44,47,16
2022-11-30,3721,6,18,22,26,34,9
2022-12-03,3722,4,11,12,15,45,24
2022-12-07,3723,16,26,32,38,43,4
2022-12-10,3724,13,18,19,22,38,11
2022-12-14,3725,11,14,17,35,41,3
2022-12-17,3726,3,4,11,27,39,22
2022-12-21,3727,1,3,17,23,42,14
2022-12-24,3728,2,30,34,42,43,6
2022-12-28,3729,11,23,28,30,43,8
2022-12-31,3730,6,9,20,22,42,3
2023-01-04,3731,4,16,18,41,45,24
2023-01-07,3732,4,6,11,31,46,22
2023-01-11,3733,7,16,21,44,46,7
2023-01-14,3734,4,10,13,24,40,2
2023-01-18,3735,3,7,21,34,40,22
2023-01-21,3736,7,16,22,31,42,21
2023-01-25,3737,2,17,20,37,41,9
2023-01-28,3738,8,29,31,33,36,4
2023-02-01,3739,9,20,21,30,36,22
2023-02-04,3740,6,15,16,24,35,14
2023-02-08,3741,16,21,34,39,40,9
2023-02-11,3742,2,12,19,20,34,22
2023-02-15,3743,10,11,15,38,47,7
2023-02-18,3744,2,3,36,38,45,24
2023-02-22,3745,7,29,35,43,47,23
2023-02-25,3746,4,15,22,24,32,7
2023-03-01,3747,1,9,17,27,44,7
2023-03-04,3748,4,9,20,27,34,17
2023-03-08,3749,14,15,28,29,43,11
2023-03-11,3750,13,16,35,36,38,25
2023-03-15,3751,6,9,20,28,30,6
2023-03-18,3752,8,10,16,19,36,12
2023-03-22,3753,15,20,27,37,41,16
2023-03-25,3754,4,12,13,42,47,1
2023-03-29,3755,7,9,12,21,39,26
2023-04-01,3756,2,9,11,13,46,9
2023-04-05,3757,20,26,35,39,46,2
2023-04-08,3758,2,4,16,37,39,18
2023-04-12,3759,11,20,32,33,43,15
2023-04-15,3760,17,30,31,36,46,1
2023-04-19,3761,3,9,11,17,18,12
2023-04-22,3762,12,22,41,42,43,18
2023-04-26,3763,4,7,11,23,46,8
2023-04-29,3764,6,16,27,46,47,9
2023-05-03,3765,17,20,21,24,44,26
2023-05-06,3766,7,17,21,29,42,22
2023-05-10,3767,12,13,33,40,43,26
2023-05-13,3768,5,11,16,18,39,12
2023-05-17,3769,1,11,23,35,37,13
2023-05-20,3770,2,3,31,42,45,19
2023-05-24,3771,3,7,8,22,40,7
2023-05-27,3772,4,17,20,21,36,19
2023-05-31,3773,1,17,21,23,30,25
2023-06-03,3774,7,19,30,37,43,16
2023-06-07,3775,6,14,16,23,27,4
2023-06-10,3776,7,9,17,21,28,16
2023-06-14,3777,2,14,24,44,47,7
2023-06-17,3778,1,14,21,28,43,3
2023-06-21,3779,15,26,30,35,41,17
2023-06-24,3780,7,12,13,17,41,9
2023-06-28,3781,5,9,12,34,46,27
2023-07-01,3782,2,9,10,16,20,3
2023-07-05,3783,11,12,15,32,40,22
2023-07-08,3784,1,25,44,45,46,20
2023-07-12,3785,5,9,11,35,43,12
2023-07-15,3786,17,23,25,36,38,14
2023-07-19,3787,5,10,20,22,32,1
2023-07-22,3788,5,7,20,34,39,10
2023-07-26,3789,10,12,14,40,47,18
2023-07-29,3790,4,24,31,32,46,15
2023-08-02,3791,2,16,26,36,39,24
2023-08-05,3792,17,19,23,31,33,14
2023-08-09,3793,9,22,31,32,33,10
2023-08-12,3794,3,13,16,42,44,3
2023-08-16,3795,10,14,22,25,40,4
2023-08-19,3796,15,21,28,42,43,18
2023-08-23,3797,18,20,30,37,44,19
2023-08-26,3798,6,10,14,36,44,12
2023-08-30,3799,14,15,19,27,40,18
2023-09-02,3800,4,17,28,34,38,22
2023-09-06,3801,2,3,16,25,41,12
2023-09-09,3802,24,25,26,30,43,3
2023-09-13,3803,2,11,13,38,46,11
2023-09-16,3804,7,18,34,36,47,23
2023-09-20,3805,2,11,12,38,46,1
2023-09-23,3806,12,27,29,44,45,3
2023-09-27,3807,1,21,34,38,43,23
2023-09-30,3808,7,10,11,18,39,8
2023-10-04,3809,10,18,20,24,29,17
2023-10-07,3810,7,8,14,37,41,15
2023-10-11,3811,17,30,36,38,39,2
